12-19 10:54:49.941 12891 13116 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:08.024 15589 18821 D OpenCvViewport: CheckState(): user requested that we activate
12-19 11:20:08.024 15589 18821 D OpenCvViewport: CheckState(): activating viewport
12-19 11:20:08.024 15589 18821 D UsbResiliantWebcam: createCaptureSession()...
12-19 11:20:08.025 15589 18821 V DelCaptureSession: construct(0x03de0e96)
12-19 11:20:08.025 15589 18822 D OpenCvViewportRenderThread: Render thread is up!
12-19 11:20:08.026 15589 18821 D UsbResiliantWebcam|DelCaptureSession: onCameraChange(null->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))...
12-19 11:20:08.026 15589 18821 D UsbResiliantWebcam|DelCaptureSession: ...onCameraChange(null->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))
12-19 11:20:08.028 15589 18821 D CachingExposureControl: onCameraChanged(CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003)))->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))...
12-19 11:20:08.028 15589 18821 D CachingExposureControl: ...onCameraChanged(CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003)))->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))
12-19 11:20:08.028 15589 18821 D UsbResiliantWebcam: ...createCaptureSession()
12-19 11:20:08.029 15589 15810 D UsbResiliantWebcam|DelCaptureSession: startCapture()...
12-19 11:20:08.029 15589 15810 V DelCaptureSequence: construct(0x0c021a17)
12-19 11:20:08.030 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: onCameraChange(null->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))...
12-19 11:20:08.030 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: pauseStreaming(Stopped)...
12-19 11:20:08.030 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: ...pauseStreaming(Stopped)
12-19 11:20:08.030 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: resumeStreaming(Stopped)...
12-19 11:20:08.031 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: ...resumeStreaming(Stopped)
12-19 11:20:08.031 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: ...onCameraChange(null->CameraImpl(UvcDeviceHandle(pointer=0xc8c5bf90|UvcDevice(/dev/bus/usb/003/003))))
12-19 11:20:08.031 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: startStreaming(Stopped)...
12-19 11:20:08.031 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: doStreaming()...
12-19 11:20:08.031 15589 15810 V UvcApiCaptureSession: construct(0x05a24e04)
12-19 11:20:08.032 15589 18756 D UsbResiliantWebcam|DelCaptureSession: camera session is configured: Webcam(D5386480)
12-19 11:20:08.033 15589 15810 V UvcApiCameraCaptureSequence: construct(0x04f89fed)
12-19 11:20:08.033 15589 15810 D UvcDeviceHandle: getStreamControl(320x240 30)...
12-19 11:20:08.034 15589 15810 V UvcStreamCtrl: construct(0x0ce47e22)
12-19 11:20:08.035 15589 15810 D Uvc     : [jni_devicehandle.cpp:115] Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcDeviceHandle_nativeGetStreamControlFormatSize()...
12-19 11:20:08.035 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcDeviceHandle_nativeGetStreamControlFormatSize: enter...
12-19 11:20:08.035 15589 15810 D Uvc     : [stream.cpp:373] uvc_get_stream_ctrl_format_size()...
12-19 11:20:08.035 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] uvc_device_handle::claimInterface(idx=1)...
12-19 11:20:08.035 15589 15810 D UvcDevice: claimInterface(1)
12-19 11:20:08.035 15589 15810 D UvcDevice: claimInterface(1) succeeded
12-19 11:20:08.035 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:783] claimInterface(1) succeeded
12-19 11:20:08.035 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] ...uvc_device_handle::claimInterface() rc=0
12-19 11:20:08.035 15589 15810 D UvcStream: [stream.cpp:412] 320x240 30fps
12-19 11:20:08.036 15589 15810 D Uvc     : [stream.cpp:162] uvc_query_stream_ctrl()...
12-19 11:20:08.040 15589 15810 D Uvc     : [stream.cpp:162] ...uvc_query_stream_ctrl() rc=0
12-19 11:20:08.040 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:793] uvc_device_handle::releaseInterface()...
12-19 11:20:08.040 15589 15810 D UvcDevice: releaseInterface(1)
12-19 11:20:08.040 15589 15810 D UvcDevice: releaseInterface(1) succeeded
12-19 11:20:08.041 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:793] ...uvc_device_handle::releaseInterface() rc=0
12-19 11:20:08.041 15589 15810 D Uvc     : [stream.cpp:523] uvc_probe_stream_ctrl()...
12-19 11:20:08.041 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] uvc_device_handle::claimInterface(idx=1)...
12-19 11:20:08.041 15589 15810 D UvcDevice: claimInterface(1)
12-19 11:20:08.041 15589 15810 D UvcDevice: claimInterface(1) succeeded
12-19 11:20:08.041 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:783] claimInterface(1) succeeded
12-19 11:20:08.041 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] ...uvc_device_handle::claimInterface() rc=0
12-19 11:20:08.041 15589 15810 D Uvc     : [stream.cpp:162] uvc_query_stream_ctrl()...
12-19 11:20:08.045 15589 15810 D Uvc     : [stream.cpp:162] ...uvc_query_stream_ctrl() rc=0
12-19 11:20:08.045 15589 15810 D Uvc     : [stream.cpp:162] uvc_query_stream_ctrl()...
12-19 11:20:08.049 15589 15810 D Uvc     : [stream.cpp:162] ...uvc_query_stream_ctrl() rc=0
12-19 11:20:08.049 15589 15810 D Uvc     : [stream.cpp:523] ...uvc_probe_stream_ctrl() rc=0
12-19 11:20:08.049 15589 15810 D Uvc     : [stream.cpp:373] ...uvc_get_stream_ctrl_format_size() rc=0
12-19 11:20:08.049 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcDeviceHandle_nativeGetStreamControlFormatSize: ...exit
12-19 11:20:08.049 15589 15810 D Uvc     : [jni_devicehandle.cpp:115] ...Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcDeviceHandle_nativeGetStreamControlFormatSize()
12-19 11:20:08.049 15589 15810 D UvcDeviceHandle: ...getStreamControl(320x240 30)
12-19 11:20:08.049 15589 15810 D Uvc     : [jni_streamcontrol.cpp:101] Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamCtrl_nativeOpen()...
12-19 11:20:08.049 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamCtrl_nativeOpen: enter...
12-19 11:20:08.049 15589 15810 D Uvc     : [devicehandle.cpp:46] uvc_device_handle::openStreamControl()...
12-19 11:20:08.049 15589 15810 D Uvc     : [streamhandle.cpp:58] uvc_stream_handle::claimInterface()...
12-19 11:20:08.049 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] uvc_device_handle::claimInterface(idx=1)...
12-19 11:20:08.049 15589 15810 D UvcDevice: claimInterface(1)
12-19 11:20:08.050 15589 15810 D UvcDevice: claimInterface(1) succeeded
12-19 11:20:08.050 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:783] claimInterface(1) succeeded
12-19 11:20:08.050 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:770] ...uvc_device_handle::claimInterface() rc=0
12-19 11:20:08.050 15589 15810 D Uvc     : [streamhandle.cpp:58] ...uvc_stream_handle::claimInterface() rc=0
12-19 11:20:08.050 15589 15810 D Uvc     : [stream.cpp:162] uvc_query_stream_ctrl()...
12-19 11:20:08.053 15589 15810 D Uvc     : [stream.cpp:162] ...uvc_query_stream_ctrl() rc=0
12-19 11:20:08.053 15589 15810 D Uvc     : [devicehandle.cpp:46] ...uvc_device_handle::openStreamControl() rc=0
12-19 11:20:08.053 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamCtrl_nativeOpen: ...exit
12-19 11:20:08.053 15589 15810 D Uvc     : [jni_streamcontrol.cpp:101] ...Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamCtrl_nativeOpen()
12-19 11:20:08.054 15589 15810 V UvcStreamHandle: construct(pointer=0xcd826900)
12-19 11:20:08.054 15589 15810 D Uvc     : [jni_streamhandle.cpp:184] Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStopStreaming()...
12-19 11:20:08.054 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStopStreaming: enter...
12-19 11:20:08.054 15589 15810 D Uvc     : [stream.cpp:1514] uvc_stream_stop()...
12-19 11:20:08.054 15589 15810 D Uvc     : [stream.cpp:1514] ...uvc_stream_stop() rc=0
12-19 11:20:08.054 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStopStreaming: ...exit
12-19 11:20:08.054 15589 15810 D Uvc     : [jni_streamhandle.cpp:184] ...Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStopStreaming()
12-19 11:20:08.054 15589 15810 V UvcFrameCallback: construct(0x0c0440b3)
12-19 11:20:08.055 15589 15810 V UvcFrameCallbackData: construct(pointer=0xc8c1a4a8)
12-19 11:20:08.055 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStartStreaming: enter...
12-19 11:20:08.055 15589 15810 D Uvc     : [stream.cpp:970] uvc_stream_start_bandwidth()...
12-19 11:20:08.055 15589 15810 D Uvc     : [stream.cpp:1173] uvc_stream_handle::startIsochronousStreaming()...
12-19 11:20:08.055 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:825] uvc_device_handle::setInterfaceAltSetting(setInterfaceAltSetting(intf=1 alt=11))...
12-19 11:20:08.055 15589 15810 D UvcDevice: setInterfaceAltSetting(1,11)
12-19 11:20:08.056 15589 15810 D UvcDevice: setInterfaceAltSetting(1,11) succeeded
12-19 11:20:08.056 15589 15810 D Uvc     : [libuvc/libuvc_internal.h:825] ...uvc_device_handle::setInterfaceAltSetting() rc=0
12-19 11:20:08.056 15589 15810 D Uvc     : [stream.cpp:1173] ...uvc_stream_handle::startIsochronousStreaming() rc=0
12-19 11:20:08.056 15589 15810 D Uvc     : [stream.cpp:1201] uvc_stream_handle::startUserCallbackThread()...
12-19 11:20:08.056 15589 18823 D UvcStream: [stream.cpp:1265] User Callback thread started
12-19 11:20:08.056 15589 15810 D Uvc     : [stream.cpp:1201] ...uvc_stream_handle::startUserCallbackThread() rc=0
12-19 11:20:08.056 15589 15810 D Uvc     : [stream.cpp:1221] uvc_stream_handle::submitTransfers()...
12-19 11:20:08.058 15589 15810 D Uvc     : [stream.cpp:1221] ...uvc_stream_handle::submitTransfers() rc=0
12-19 11:20:08.058 15589 15810 D Uvc     : [stream.cpp:970] ...uvc_stream_start_bandwidth() rc=0
12-19 11:20:08.058 15589 15810 D UvcStreamHandle: [jni_streamhandle.cpp:150] successfully started streaming
12-19 11:20:08.058 15589 15810 V Uvc     : API: Java_org_firstinspires_ftc_robotcore_internal_camera_libuvc_nativeobject_UvcStreamHandle_nativeStartStreaming: ...exit
12-19 11:20:08.058 15589 15810 V UvcStreamCtrl: destroy(pointer=0xc8c7f440)
12-19 11:20:08.058 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: ...doStreaming()
12-19 11:20:08.058 15589 15810 D UsbResiliantWebcam|DelCaptureSequence: ...startStreaming(Stopped)
12-19 11:20:08.059 15589 15810 D UsbResiliantWebcam|DelCaptureSession: ...startCapture()
12-19 11:20:08.059 15589 15810 I System.out: OpenCvWebcam: onConfigured
12-19 11:20:08.059 15589 18821 I System.out: OpenCvWebcam: streaming started
12-19 11:20:08.060 15589 18821 I global  :  RENO - AutonomousRight$1.onOpened(AutonomousRight.java:158): Start stream to detect sleeve color.
12-19 11:20:08.065 15589 15740 D UvcStream: [stream.cpp:729] this is the UVC processTransfer() stream processing thread
12-19 11:20:08.381 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.383 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.384 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.448 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.451 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.453 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.511 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.513 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.515 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.556 15589 18820 I global  :  RENO - ChassisWith4Motors.init(ChassisWith4Motors.java:172): imu calib status
12-19 11:20:08.557 15589 18820 I I2C     : Automatically initializing I2C device Rev2mDistanceSensor (USB (embedded); module 173; bus 1; addr7=0x29)
12-19 11:20:08.557 15589 18820 D STMicroVL53L0X: : Checking to see if it's really a VL53L0X sensor...
12-19 11:20:08.560 15589 18820 D STMicroVL53L0X: : Reg 0xC0 = ee (should be 0xEE)
12-19 11:20:08.563 15589 18820 D STMicroVL53L0X: : Reg 0xC1 = aa (should be 0xAA)
12-19 11:20:08.566 15589 18820 D STMicroVL53L0X: : Reg 0xC2 = 10 (should be 0x10)
12-19 11:20:08.570 15589 18820 D STMicroVL53L0X: : Reg 0x51 = 0 (should be 0x0099)
12-19 11:20:08.573 15589 18820 D STMicroVL53L0X: : Reg 0x61 = 0 (should be 0x0000)
12-19 11:20:08.580 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.581 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.583 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.595 15589 18820 D STMicroVL53L0X: : initial sig rate lim (MCPS) 0.250000
12-19 11:20:08.600 15589 18820 D STMicroVL53L0X: : adjusted sig rate lim (MCPS) 0.250000
12-19 11:20:08.647 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.648 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.649 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.712 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.713 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.714 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.779 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.780 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.781 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.830 15589 18820 I I2C     : Automatically initializing I2C device RevColorSensorV3 (USB (embedded); module 173; bus 2; addr7=0x52)
12-19 11:20:08.830 15589 18820 V BroadcomColorSensorImpl: internalInitialize()...
12-19 11:20:08.832 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.834 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.836 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.839 15589 18820 V BroadcomColorSensorImpl: state: 07 37 20 1d 42 01 c2 
12-19 11:20:08.840 15589 18820 V BroadcomColorSensorImpl: setGain(0x01)
12-19 11:20:08.844 15589 18820 V BroadcomColorSensorImpl: setLEDParameters(0x37)
12-19 11:20:08.847 15589 18820 V BroadcomColorSensorImpl: setProximityPulseCount(0x20)
12-19 11:20:08.851 15589 18820 V BroadcomColorSensorImpl: setPSMeasRate(0x1d)
12-19 11:20:08.854 15589 18820 V BroadcomColorSensorImpl: setLSMeasRate(0x42)
12-19 11:20:08.859 15589 18820 V BroadcomColorSensorImpl: enable() enabled=0x07...
12-19 11:20:08.864 15589 18820 V BroadcomColorSensorImpl: ...enable() enabled=0x07
12-19 11:20:08.868 15589 18820 V BroadcomColorSensorImpl: state: 07 37 20 1d 42 01 c2 
12-19 11:20:08.868 15589 18820 V BroadcomColorSensorImpl: ...internalInitialize()
12-19 11:20:08.879 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.880 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.881 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.931 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.932 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.933 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:08.982 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:08.983 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:08.984 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:09.031 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.032 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 0.00, 0.00, 0.00
12-19 11:20:09.033 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: UNKNOWN
12-19 11:20:09.079 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.080 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 59023.00, 39655.00, 51353.00
12-19 11:20:09.081 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.081 15589 18820 I global  :  RENO - AutonomousRight.runOpMode(AutonomousRight.java:191): Parking Lot position: LEFT
12-19 11:20:09.131 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.132 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 55743.00, 37461.00, 49257.00
12-19 11:20:09.133 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.183 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.184 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 53037.00, 35248.00, 46120.00
12-19 11:20:09.185 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.231 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.232 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 50077.00, 33197.00, 42962.00
12-19 11:20:09.233 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.283 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.285 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 47425.00, 30984.00, 40967.00
12-19 11:20:09.286 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.315 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.317 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 42505.00, 30450.00, 35276.00
12-19 11:20:09.318 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.347 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.348 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 43876.00, 29122.00, 33597.00
12-19 11:20:09.349 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.383 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.384 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 40109.00, 27155.00, 33126.00
12-19 11:20:09.385 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.415 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.417 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 38210.00, 25039.00, 36045.00
12-19 11:20:09.419 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.451 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.453 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 36454.00, 23479.00, 34542.00
12-19 11:20:09.454 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.483 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.484 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 33922.00, 21748.00, 33307.00
12-19 11:20:09.485 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.520 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.522 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 31887.00, 20193.00, 31023.00
12-19 11:20:09.523 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.551 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.552 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 31976.00, 20241.00, 30431.00
12-19 11:20:09.553 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.583 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.584 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 31589.00, 20255.00, 29027.00
12-19 11:20:09.585 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.619 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.620 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 31561.00, 20394.00, 28607.00
12-19 11:20:09.620 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.651 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.652 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 31321.00, 20361.00, 28588.00
12-19 11:20:09.653 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
